income,existing_emis,credit_score,loan_amount,tenure_years,loan_type,employment_type,approved
95300.0,30100.0,595,3180000.0,15,Home,Self-Employed,0
113600.0,30300.0,474,610000.0,10,Business,Unemployed,0
132200.0,27500.0,789,1380000.0,6,Business,Salaried,1
12000.0,0.0,385,4020000.0,5,Home,Salaried,0
101700.0,26300.0,667,120000.0,6,Business,Unemployed,0
42700.0,0.0,700,860000.0,7,Business,Salaried,1
151700.0,0.0,803,310000.0,7,Education,Salaried,1
63200.0,7100.0,604,1650000.0,3,Business,Self-Employed,1
146500.0,0.0,644,770000.0,8,Education,Salaried,1
99200.0,0.0,800,2860000.0,1,Business,Unemployed,0
100400.0,50700.0,507,450000.0,4,Business,Salaried,0
199000.0,87800.0,754,700000.0,7,Business,Salaried,1
41800.0,0.0,731,230000.0,10,Education,Unemployed,1
21800.0,12700.0,710,610000.0,30,Home,Salaried,0
57700.0,0.0,760,1040000.0,2,Personal,Salaried,1
106000.0,21500.0,489,120000.0,3,Personal,Salaried,0
55700.0,0.0,776,1210000.0,4,Personal,Salaried,1
79300.0,42800.0,711,460000.0,6,Personal,Self-Employed,0
72900.0,38000.0,806,1700000.0,21,Home,Salaried,0
113800.0,53000.0,770,1330000.0,12,Education,Self-Employed,0
23900.0,0.0,347,5620000.0,29,Home,Salaried,0
132500.0,41600.0,798,240000.0,3,Education,Salaried,1
18000.0,4200.0,746,1810000.0,1,Business,Salaried,0
185200.0,103200.0,417,970000.0,3,Personal,Salaried,0
161300.0,59700.0,770,2520000.0,2,Business,Self-Employed,1
55400.0,6400.0,735,1420000.0,5,Personal,Salaried,1
156100.0,63200.0,709,400000.0,3,Business,Self-Employed,1
112400.0,63000.0,437,1500000.0,8,Education,Self-Employed,0
72800.0,23800.0,731,2260000.0,6,Business,Self-Employed,0
12000.0,2000.0,639,2680000.0,1,Business,Unemployed,0
71200.0,0.0,505,7390000.0,21,Home,Salaried,0
98500.0,15700.0,362,2420000.0,14,Home,Salaried,0
52900.0,10300.0,720,2710000.0,10,Business,Salaried,0
68500.0,0.0,618,110000.0,7,Personal,Salaried,1
175200.0,0.0,752,1850000.0,1,Business,Salaried,1
110600.0,37500.0,762,540000.0,7,Business,Salaried,1
66500.0,5300.0,735,100000.0,4,Personal,Salaried,1
157500.0,12700.0,720,1990000.0,4,Business,Salaried,1
62100.0,25500.0,631,3600000.0,16,Home,Salaried,0
135200.0,0.0,694,1240000.0,15,Education,Salaried,1
185800.0,76400.0,769,1140000.0,28,Home,Salaried,1
166200.0,69200.0,713,670000.0,11,Home,Self-Employed,1
110400.0,32000.0,641,5740000.0,5,Home,Salaried,0
23300.0,9700.0,716,1420000.0,1,Personal,Salaried,0
183600.0,11900.0,814,610000.0,9,Education,Self-Employed,1
103100.0,5400.0,854,850000.0,6,Personal,Unemployed,1
69300.0,31000.0,758,3170000.0,14,Home,Unemployed,0
129600.0,0.0,503,90000.0,11,Education,Self-Employed,0
180700.0,9500.0,850,5090000.0,25,Home,Salaried,1
40700.0,0.0,382,1670000.0,4,Business,Salaried,0
70100.0,0.0,639,7970000.0,29,Home,Self-Employed,0
116800.0,0.0,687,7100000.0,28,Home,Salaried,1
89800.0,23900.0,523,1400000.0,7,Education,Self-Employed,0
46700.0,0.0,676,4750000.0,12,Home,Salaried,0
79500.0,22700.0,742,5840000.0,16,Home,Self-Employed,0
37900.0,700.0,579,880000.0,7,Business,Salaried,0
24400.0,0.0,516,4170000.0,15,Home,Self-Employed,0
157900.0,78100.0,703,7540000.0,23,Home,Salaried,0
96900.0,0.0,883,790000.0,4,Personal,Salaried,1
109000.0,3200.0,703,480000.0,7,Personal,Salaried,1
127300.0,39500.0,796,3890000.0,28,Home,Salaried,0
188300.0,15300.0,713,1840000.0,23,Home,Self-Employed,1
29000.0,11300.0,648,6000000.0,7,Home,Self-Employed,0
28000.0,0.0,860,1880000.0,3,Business,Self-Employed,0
44100.0,23100.0,340,520000.0,1,Business,Salaried,0
192700.0,20900.0,540,60000.0,15,Education,Self-Employed,0
105700.0,0.0,721,730000.0,8,Business,Salaried,1
124800.0,41000.0,733,2490000.0,1,Business,Salaried,1
18900.0,0.0,798,470000.0,1,Personal,Self-Employed,0
42300.0,16800.0,735,1730000.0,8,Business,Unemployed,0
29500.0,6500.0,613,670000.0,11,Education,Unemployed,1
142600.0,45100.0,761,1870000.0,2,Business,Salaried,1
141500.0,0.0,371,930000.0,3,Personal,Salaried,0
127500.0,55800.0,790,1330000.0,6,Education,Unemployed,1
16500.0,1200.0,499,7990000.0,18,Home,Salaried,1
131900.0,15900.0,785,500000.0,11,Education,Salaried,1
74700.0,25500.0,508,320000.0,7,Personal,Salaried,0
161900.0,46800.0,817,1660000.0,6,Business,Unemployed,0
22500.0,7600.0,732,150000.0,10,Business,Unemployed,0
40100.0,0.0,699,820000.0,5,Education,Salaried,1
34000.0,0.0,805,2160000.0,5,Business,Salaried,0
81900.0,0.0,727,610000.0,6,Business,Self-Employed,1
95400.0,27600.0,656,7430000.0,28,Home,Unemployed,0
38900.0,0.0,534,1030000.0,5,Education,Self-Employed,0
146200.0,400.0,471,900000.0,1,Personal,Salaried,0
156000.0,0.0,776,970000.0,2,Personal,Salaried,1
112100.0,0.0,677,1680000.0,8,Home,Salaried,0
77900.0,6600.0,679,390000.0,1,Personal,Salaried,1
21500.0,11700.0,701,170000.0,9,Education,Salaried,0
70700.0,0.0,756,1650000.0,8,Business,Self-Employed,1
184900.0,50500.0,764,710000.0,2,Personal,Self-Employed,1
128000.0,0.0,762,5490000.0,30,Home,Self-Employed,1
17700.0,3700.0,650,1160000.0,12,Education,Salaried,0
146300.0,48800.0,684,710000.0,5,Personal,Salaried,1
195100.0,39900.0,447,6380000.0,18,Home,Salaried,0
56400.0,2600.0,443,760000.0,12,Education,Salaried,0
166500.0,95500.0,630,1230000.0,15,Education,Salaried,0
136100.0,66700.0,525,970000.0,3,Education,Salaried,0
66800.0,17900.0,812,2750000.0,30,Home,Salaried,0
188100.0,0.0,547,890000.0,12,Education,Unemployed,0
172300.0,93200.0,300,1720000.0,6,Business,Self-Employed,0
56200.0,0.0,687,610000.0,9,Education,Self-Employed,1
101300.0,23400.0,509,1660000.0,26,Home,Self-Employed,0
15000.0,0.0,711,1490000.0,1,Personal,Salaried,0
180000.0,100500.0,714,1330000.0,8,Business,Self-Employed,0
125700.0,63900.0,722,3580000.0,22,Home,Salaried,0
118800.0,0.0,719,1050000.0,2,Personal,Unemployed,0
26700.0,0.0,717,1130000.0,13,Education,Salaried,1
181900.0,1200.0,823,880000.0,8,Education,Self-Employed,1
18600.0,0.0,768,870000.0,3,Education,Salaried,1
135400.0,59900.0,719,1450000.0,7,Home,Salaried,1
127800.0,19700.0,742,1370000.0,14,Education,Salaried,1
45000.0,0.0,653,1630000.0,1,Business,Salaried,1
124000.0,0.0,488,640000.0,4,Personal,Unemployed,0
43400.0,21900.0,675,2480000.0,1,Business,Self-Employed,0
101500.0,0.0,358,2080000.0,7,Business,Salaried,0
93700.0,44800.0,687,4480000.0,6,Home,Salaried,0
93200.0,0.0,383,440000.0,4,Education,Unemployed,0
139000.0,56000.0,726,2070000.0,3,Business,Salaried,0
168400.0,9900.0,712,350000.0,3,Personal,Self-Employed,1
29300.0,0.0,798,1430000.0,6,Personal,Salaried,1
125700.0,57600.0,788,300000.0,1,Personal,Salaried,1
136200.0,37100.0,492,1050000.0,13,Education,Salaried,0
158800.0,5900.0,884,420000.0,7,Education,Salaried,1
186600.0,20000.0,642,1160000.0,2,Personal,Salaried,1
146500.0,6400.0,672,690000.0,4,Personal,Unemployed,0
136900.0,57500.0,443,790000.0,7,Personal,Unemployed,0
148800.0,0.0,665,1210000.0,8,Business,Salaried,1
68900.0,41200.0,697,1290000.0,8,Education,Salaried,0
66500.0,22100.0,465,970000.0,7,Business,Self-Employed,0
178400.0,20300.0,588,1490000.0,6,Education,Salaried,0
133000.0,77000.0,541,50000.0,3,Personal,Self-Employed,0
51800.0,16300.0,517,820000.0,6,Personal,Salaried,0
38600.0,10900.0,311,1060000.0,2,Personal,Salaried,1
166300.0,61000.0,315,1230000.0,1,Personal,Unemployed,0
50100.0,25100.0,704,1410000.0,26,Home,Salaried,0
193400.0,5300.0,611,2550000.0,29,Home,Salaried,1
94500.0,0.0,627,1280000.0,12,Education,Salaried,1
103500.0,11100.0,751,7150000.0,18,Home,Salaried,0
50800.0,15900.0,837,1870000.0,1,Business,Self-Employed,0
28500.0,0.0,707,1720000.0,4,Business,Self-Employed,0
174200.0,0.0,716,950000.0,2,Personal,Self-Employed,1
40100.0,0.0,424,1700000.0,6,Home,Salaried,0
93700.0,45300.0,600,1120000.0,11,Education,Salaried,0
33800.0,0.0,739,510000.0,2,Personal,Salaried,1
32700.0,4700.0,659,1340000.0,4,Education,Salaried,0
93900.0,34300.0,699,1430000.0,4,Business,Salaried,1
35900.0,1300.0,803,710000.0,5,Education,Salaried,1
125500.0,0.0,743,1770000.0,22,Home,Self-Employed,1
110100.0,0.0,717,710000.0,1,Personal,Salaried,1
93600.0,52100.0,528,7240000.0,18,Home,Salaried,0
149900.0,38300.0,790,1050000.0,1,Personal,Unemployed,0
153600.0,37500.0,696,2290000.0,7,Home,Salaried,0
98300.0,34400.0,415,250000.0,14,Education,Salaried,0
144300.0,54300.0,760,820000.0,7,Education,Self-Employed,1
127200.0,15800.0,745,540000.0,3,Education,Self-Employed,1
32900.0,12200.0,652,860000.0,4,Education,Self-Employed,0
75000.0,29200.0,775,7030000.0,27,Home,Salaried,0
180800.0,45900.0,698,3890000.0,21,Home,Salaried,1
112000.0,0.0,412,570000.0,6,Personal,Salaried,0
178200.0,41800.0,848,140000.0,2,Personal,Salaried,1
176500.0,66400.0,856,4560000.0,9,Home,Salaried,0
133200.0,5000.0,358,2850000.0,6,Business,Salaried,0
159900.0,63900.0,731,710000.0,12,Education,Self-Employed,1
60900.0,35500.0,603,560000.0,10,Education,Salaried,0
65600.0,0.0,473,5500000.0,9,Home,Self-Employed,0
71500.0,11200.0,733,80000.0,3,Personal,Salaried,1
113500.0,20500.0,401,4250000.0,9,Home,Salaried,0
194400.0,59200.0,682,1350000.0,15,Education,Salaried,1
149000.0,0.0,631,4090000.0,6,Home,Self-Employed,1
87500.0,0.0,624,110000.0,6,Personal,Salaried,1
156200.0,7800.0,469,7680000.0,21,Home,Self-Employed,0
125800.0,0.0,390,530000.0,7,Business,Salaried,0
76800.0,20500.0,663,1340000.0,14,Education,Salaried,1
163500.0,0.0,819,500000.0,10,Business,Salaried,1
101200.0,0.0,316,7700000.0,29,Home,Salaried,0
183900.0,61300.0,775,230000.0,2,Personal,Salaried,1
19900.0,0.0,375,860000.0,10,Education,Salaried,0
68400.0,26100.0,754,450000.0,2,Personal,Salaried,1
155800.0,90700.0,696,4100000.0,18,Home,Salaried,0
165800.0,72900.0,674,1790000.0,3,Business,Unemployed,0
21900.0,8400.0,312,2690000.0,25,Home,Salaried,0
46500.0,21000.0,810,6700000.0,26,Home,Self-Employed,0
141400.0,49200.0,303,800000.0,8,Education,Self-Employed,0
183200.0,17000.0,655,2700000.0,10,Business,Salaried,1
184200.0,14500.0,693,1050000.0,2,Personal,Salaried,1
69300.0,0.0,637,1060000.0,14,Education,Salaried,1
196400.0,89900.0,583,4130000.0,18,Home,Salaried,1
136000.0,38300.0,310,470000.0,1,Personal,Salaried,0
50600.0,0.0,694,160000.0,7,Personal,Unemployed,0
77400.0,23200.0,669,880000.0,4,Education,Unemployed,1
146600.0,0.0,775,40000.0,6,Personal,Salaried,1
172000.0,72000.0,756,1300000.0,16,Home,Unemployed,0
54800.0,32400.0,631,490000.0,6,Business,Salaried,0
104800.0,28700.0,759,1270000.0,2,Personal,Salaried,1
92500.0,0.0,500,1410000.0,8,Education,Unemployed,0
86500.0,35100.0,703,2120000.0,2,Business,Self-Employed,0
195300.0,69700.0,330,6790000.0,28,Home,Salaried,0
162600.0,0.0,755,1430000.0,10,Education,Self-Employed,1
32300.0,9600.0,639,1250000.0,6,Home,Self-Employed,0
194700.0,79300.0,745,380000.0,2,Business,Self-Employed,1
50000.0,14700.0,692,2590000.0,9,Business,Self-Employed,1
177500.0,47900.0,410,80000.0,2,Personal,Unemployed,0
42900.0,8000.0,778,870000.0,10,Education,Self-Employed,1
172600.0,40500.0,857,1890000.0,6,Business,Salaried,1
17300.0,8700.0,772,90000.0,13,Education,Salaried,0
198500.0,6700.0,668,490000.0,1,Personal,Salaried,1
33500.0,10800.0,753,650000.0,5,Personal,Self-Employed,1
100300.0,19000.0,688,190000.0,10,Education,Salaried,1
106500.0,0.0,744,3230000.0,18,Home,Salaried,1
112700.0,3200.0,400,360000.0,6,Personal,Self-Employed,0
63400.0,20200.0,693,140000.0,7,Personal,Salaried,1
113500.0,27400.0,714,1160000.0,5,Education,Salaried,1
52000.0,0.0,716,7530000.0,22,Home,Salaried,0
148600.0,17900.0,669,2260000.0,5,Business,Unemployed,0
168100.0,20500.0,794,1970000.0,5,Business,Salaried,1
33300.0,4900.0,416,4700000.0,18,Home,Salaried,0
63300.0,30000.0,731,980000.0,1,Personal,Salaried,0
22400.0,0.0,683,280000.0,7,Business,Self-Employed,1
169900.0,0.0,735,770000.0,1,Personal,Salaried,1
29000.0,13500.0,797,1120000.0,15,Education,Salaried,0
53000.0,6800.0,705,6970000.0,6,Home,Unemployed,0
33200.0,9500.0,678,1190000.0,5,Education,Self-Employed,0
16000.0,0.0,800,1010000.0,3,Education,Self-Employed,0
84300.0,35400.0,471,4510000.0,12,Home,Salaried,0
192600.0,0.0,375,2820000.0,4,Business,Salaried,0
130700.0,0.0,705,750000.0,7,Home,Unemployed,0
89600.0,0.0,811,2480000.0,3,Business,Salaried,1
125200.0,0.0,714,70000.0,1,Personal,Salaried,1
160700.0,38600.0,686,1120000.0,10,Home,Self-Employed,1
140900.0,0.0,718,6010000.0,13,Home,Self-Employed,1
49300.0,5400.0,536,1330000.0,6,Education,Self-Employed,1
133700.0,72700.0,349,1060000.0,2,Personal,Unemployed,1
40100.0,0.0,734,140000.0,9,Business,Self-Employed,1
104900.0,12800.0,503,870000.0,8,Business,Self-Employed,0
124800.0,0.0,757,1310000.0,7,Business,Self-Employed,1
61200.0,33300.0,758,700000.0,1,Personal,Salaried,0
86700.0,19900.0,740,160000.0,11,Education,Unemployed,1
100500.0,36600.0,788,1080000.0,15,Education,Unemployed,0
83600.0,0.0,638,1340000.0,3,Education,Salaried,1
104700.0,29400.0,764,680000.0,7,Education,Salaried,1
105900.0,0.0,696,660000.0,3,Personal,Unemployed,0
93900.0,41500.0,843,860000.0,13,Education,Salaried,1
39900.0,900.0,763,1370000.0,8,Business,Salaried,0
117400.0,7900.0,643,560000.0,6,Education,Unemployed,1
153000.0,0.0,754,2090000.0,5,Home,Self-Employed,1
26400.0,0.0,815,690000.0,26,Home,Salaried,1
123000.0,0.0,338,150000.0,7,Personal,Salaried,0
191600.0,700.0,464,2860000.0,6,Business,Salaried,0
21200.0,4100.0,614,7640000.0,17,Home,Salaried,0
193400.0,0.0,803,290000.0,15,Education,Salaried,1
104300.0,50500.0,759,1480000.0,26,Home,Salaried,0
104000.0,0.0,734,660000.0,15,Education,Salaried,1
93600.0,2300.0,716,380000.0,13,Education,Self-Employed,1
133700.0,37600.0,788,970000.0,3,Business,Salaried,1
110300.0,3200.0,601,210000.0,9,Education,Self-Employed,1
118900.0,18200.0,723,430000.0,8,Business,Self-Employed,1
20500.0,8700.0,768,6180000.0,19,Home,Self-Employed,0
184600.0,0.0,618,1470000.0,7,Education,Salaried,1
15400.0,100.0,715,630000.0,6,Personal,Salaried,1
164900.0,68300.0,468,2430000.0,2,Business,Salaried,0
165400.0,18700.0,719,240000.0,2,Personal,Salaried,1
156700.0,39700.0,821,6040000.0,19,Home,Salaried,0
96500.0,17100.0,397,1070000.0,2,Business,Salaried,0
171500.0,0.0,732,940000.0,8,Business,Unemployed,0
23400.0,8100.0,676,1980000.0,8,Business,Salaried,0
94000.0,41000.0,711,790000.0,12,Education,Salaried,1
172400.0,0.0,814,1100000.0,9,Education,Unemployed,1
162400.0,0.0,679,1140000.0,13,Education,Self-Employed,1
125900.0,31400.0,375,2070000.0,6,Home,Salaried,0
79100.0,39300.0,307,140000.0,9,Education,Self-Employed,0
54100.0,11000.0,602,7080000.0,13,Home,Salaried,0
186200.0,51100.0,327,190000.0,5,Personal,Self-Employed,0
19900.0,7500.0,527,260000.0,3,Personal,Self-Employed,0
30700.0,6200.0,802,1370000.0,7,Business,Self-Employed,0
164100.0,49700.0,698,1140000.0,3,Personal,Salaried,1
153700.0,21000.0,403,3570000.0,19,Home,Salaried,0
95200.0,0.0,725,150000.0,8,Education,Unemployed,1
85900.0,47500.0,736,7830000.0,27,Home,Salaried,0
178500.0,0.0,480,500000.0,8,Education,Salaried,1
126800.0,30700.0,815,960000.0,12,Education,Unemployed,1
158900.0,18800.0,596,540000.0,14,Education,Self-Employed,0
113700.0,34900.0,692,5270000.0,5,Home,Salaried,1
157500.0,0.0,327,140000.0,8,Education,Salaried,0
154200.0,0.0,735,60000.0,8,Education,Salaried,1
65500.0,0.0,756,5860000.0,21,Home,Salaried,0
121500.0,0.0,626,1080000.0,7,Personal,Salaried,1
179000.0,47900.0,727,890000.0,5,Personal,Salaried,1
131700.0,0.0,842,1110000.0,9,Education,Salaried,1
103100.0,59900.0,727,5710000.0,19,Home,Salaried,0
81400.0,0.0,705,1410000.0,23,Home,Unemployed,0
69300.0,12200.0,642,6380000.0,18,Home,Salaried,1
52500.0,0.0,635,560000.0,3,Education,Self-Employed,1
181300.0,0.0,767,930000.0,15,Education,Salaried,1
137400.0,60000.0,746,1910000.0,7,Business,Self-Employed,0
20600.0,5500.0,622,580000.0,1,Business,Salaried,1
35300.0,4100.0,736,130000.0,12,Education,Salaried,1
15500.0,4900.0,368,700000.0,10,Business,Salaried,0
20500.0,0.0,711,650000.0,11,Education,Salaried,1
196200.0,33600.0,779,270000.0,9,Education,Salaried,1
73200.0,2600.0,687,640000.0,3,Personal,Self-Employed,1
57000.0,8100.0,723,1430000.0,3,Personal,Salaried,1
24300.0,9200.0,304,1710000.0,10,Business,Salaried,0
134500.0,45900.0,801,4250000.0,30,Home,Self-Employed,0
43600.0,24900.0,438,110000.0,10,Education,Salaried,0
43500.0,24100.0,672,1040000.0,8,Education,Self-Employed,0
107900.0,47900.0,683,3460000.0,8,Home,Salaried,0
51600.0,24800.0,536,970000.0,15,Education,Self-Employed,0
196800.0,54300.0,580,1050000.0,13,Education,Salaried,0
13800.0,4600.0,720,1240000.0,2,Business,Salaried,0
179800.0,0.0,635,1460000.0,4,Personal,Salaried,1
169800.0,0.0,331,590000.0,6,Education,Salaried,0
154600.0,65800.0,792,5190000.0,30,Home,Self-Employed,0
193900.0,57300.0,742,550000.0,25,Home,Unemployed,0
104900.0,41500.0,758,870000.0,4,Education,Salaried,1
187500.0,0.0,482,430000.0,7,Personal,Salaried,0
178000.0,45600.0,751,1290000.0,8,Education,Self-Employed,1
139900.0,30300.0,814,750000.0,5,Business,Salaried,1
85700.0,45300.0,547,750000.0,7,Business,Salaried,0
73900.0,27700.0,710,680000.0,30,Home,Salaried,1
58500.0,33700.0,505,800000.0,6,Education,Self-Employed,0
129600.0,6700.0,594,1010000.0,2,Business,Self-Employed,0
95100.0,35700.0,757,850000.0,3,Personal,Unemployed,0
153400.0,55200.0,575,1210000.0,7,Business,Salaried,0
188300.0,0.0,689,310000.0,1,Personal,Salaried,0
170100.0,0.0,724,550000.0,4,Personal,Salaried,1
37900.0,2900.0,724,1990000.0,6,Business,Salaried,0
70000.0,15500.0,738,5590000.0,6,Home,Salaried,0
48700.0,26500.0,692,1010000.0,6,Personal,Salaried,0
74300.0,42900.0,707,570000.0,8,Business,Salaried,0
185000.0,76900.0,662,740000.0,7,Personal,Salaried,1
82700.0,41000.0,574,570000.0,11,Education,Self-Employed,0
130700.0,0.0,860,340000.0,7,Education,Salaried,1
75900.0,8100.0,800,1370000.0,3,Education,Self-Employed,1
160000.0,89900.0,669,6570000.0,26,Home,Salaried,0
24300.0,13500.0,656,1200000.0,6,Business,Self-Employed,0
58000.0,21400.0,728,2390000.0,6,Business,Unemployed,0
172100.0,0.0,352,170000.0,10,Education,Self-Employed,0
85000.0,0.0,699,790000.0,2,Personal,Salaried,1
102900.0,0.0,737,980000.0,15,Education,Salaried,1
180200.0,25300.0,709,580000.0,2,Personal,Salaried,1
27900.0,0.0,725,380000.0,3,Education,Salaried,1
99900.0,48200.0,700,310000.0,6,Education,Salaried,1
27500.0,0.0,750,1190000.0,2,Personal,Salaried,1
114700.0,46500.0,773,1160000.0,7,Personal,Salaried,1
153400.0,0.0,302,2750000.0,16,Home,Unemployed,0
166500.0,0.0,752,2970000.0,3,Business,Unemployed,0
152800.0,47300.0,776,5920000.0,19,Home,Salaried,0
47300.0,0.0,661,690000.0,5,Personal,Salaried,0
36100.0,0.0,790,6760000.0,15,Home,Salaried,0
87800.0,0.0,689,170000.0,1,Business,Self-Employed,1
198900.0,95400.0,443,3430000.0,17,Home,Unemployed,0
84600.0,16700.0,459,980000.0,3,Business,Salaried,0
141500.0,15900.0,851,2630000.0,12,Home,Salaried,1
81300.0,15900.0,397,1480000.0,2,Personal,Salaried,0
85100.0,0.0,809,1000000.0,8,Business,Self-Employed,1
106500.0,17600.0,642,140000.0,9,Education,Salaried,1
183100.0,0.0,736,6030000.0,14,Home,Salaried,1
170400.0,0.0,794,2560000.0,7,Business,Salaried,1
183200.0,62500.0,841,800000.0,3,Business,Salaried,1
24500.0,0.0,527,650000.0,15,Education,Self-Employed,0
31800.0,0.0,713,420000.0,11,Education,Salaried,0
142600.0,0.0,773,1290000.0,4,Personal,Salaried,0
184400.0,82800.0,613,850000.0,6,Education,Salaried,1
166200.0,0.0,582,390000.0,5,Business,Salaried,0
138200.0,22700.0,652,2170000.0,9,Business,Salaried,1
164600.0,70800.0,397,480000.0,1,Personal,Self-Employed,0
156200.0,0.0,669,160000.0,4,Personal,Self-Employed,0
48100.0,6400.0,499,1250000.0,2,Personal,Salaried,0
32200.0,10900.0,661,830000.0,4,Personal,Salaried,0
72800.0,28600.0,662,2150000.0,26,Home,Salaried,0
178500.0,82200.0,875,1080000.0,15,Education,Salaried,1
29800.0,11300.0,831,6290000.0,9,Home,Salaried,0
137300.0,1500.0,412,790000.0,14,Education,Unemployed,0
127900.0,0.0,771,1140000.0,5,Personal,Salaried,1
67800.0,8300.0,830,4990000.0,19,Home,Salaried,0
71700.0,0.0,785,650000.0,7,Education,Salaried,1
74300.0,24000.0,466,2360000.0,26,Home,Self-Employed,0
83700.0,22200.0,809,1020000.0,11,Home,Self-Employed,1
35600.0,11700.0,660,4310000.0,18,Home,Unemployed,0
49100.0,17800.0,736,1450000.0,6,Education,Salaried,0
194800.0,19600.0,723,2230000.0,3,Business,Salaried,1
83700.0,0.0,829,1830000.0,3,Business,Salaried,1
99200.0,22300.0,615,1520000.0,20,Home,Salaried,1
174000.0,0.0,705,3620000.0,17,Home,Salaried,1
69900.0,0.0,814,1490000.0,4,Education,Salaried,1
94000.0,51500.0,724,4160000.0,27,Home,Salaried,0
186200.0,0.0,595,1230000.0,6,Personal,Self-Employed,0
133300.0,36400.0,673,920000.0,6,Personal,Self-Employed,1
29400.0,0.0,763,1460000.0,1,Personal,Salaried,1
43200.0,17900.0,728,7150000.0,23,Home,Self-Employed,0
185800.0,0.0,735,2410000.0,3,Business,Self-Employed,1
86800.0,51400.0,300,1020000.0,27,Home,Unemployed,0
149800.0,33700.0,658,630000.0,2,Business,Self-Employed,1
23100.0,10500.0,821,3570000.0,25,Home,Salaried,0
43200.0,9800.0,692,890000.0,4,Personal,Self-Employed,1
62000.0,0.0,784,90000.0,2,Personal,Salaried,1
109800.0,0.0,720,1140000.0,5,Personal,Salaried,1
76500.0,11000.0,703,940000.0,8,Education,Self-Employed,1
175700.0,88100.0,306,210000.0,5,Personal,Salaried,0
128300.0,36600.0,655,7900000.0,15,Home,Salaried,1
194300.0,0.0,667,750000.0,14,Education,Self-Employed,1
188500.0,0.0,753,1060000.0,1,Personal,Salaried,1
145800.0,0.0,496,1090000.0,3,Education,Self-Employed,0
138500.0,72700.0,712,200000.0,6,Personal,Salaried,1
153600.0,8200.0,766,1700000.0,15,Home,Salaried,1
60400.0,32500.0,639,830000.0,14,Education,Salaried,0
187200.0,0.0,750,600000.0,14,Education,Self-Employed,1
159600.0,0.0,667,850000.0,5,Business,Self-Employed,1
123300.0,69700.0,637,490000.0,4,Personal,Salaried,0
122900.0,28600.0,779,1200000.0,7,Personal,Salaried,1
13700.0,0.0,792,2730000.0,12,Home,Salaried,0
65300.0,0.0,506,200000.0,6,Business,Salaried,0
171400.0,64900.0,681,1450000.0,1,Personal,Salaried,1
146800.0,0.0,356,1120000.0,15,Education,Salaried,0
68200.0,0.0,339,160000.0,7,Business,Self-Employed,0
154500.0,48900.0,761,670000.0,9,Business,Unemployed,0
160800.0,0.0,835,2780000.0,25,Home,Salaried,1
102700.0,0.0,788,1970000.0,25,Home,Salaried,0
197800.0,112800.0,800,1390000.0,1,Personal,Self-Employed,0
21900.0,0.0,739,2910000.0,7,Business,Salaried,0
103900.0,59500.0,699,1050000.0,7,Personal,Salaried,0
174600.0,28800.0,697,210000.0,1,Personal,Self-Employed,1
119700.0,19700.0,786,1860000.0,20,Home,Salaried,1
35500.0,15200.0,434,1280000.0,1,Business,Salaried,0
169400.0,83200.0,775,700000.0,2,Business,Salaried,1
96100.0,2300.0,752,1160000.0,13,Home,Salaried,1
35400.0,20500.0,862,1000000.0,2,Personal,Salaried,0
95600.0,39900.0,870,560000.0,11,Education,Self-Employed,1
20400.0,1700.0,353,230000.0,5,Personal,Self-Employed,0
149100.0,49200.0,751,290000.0,10,Education,Salaried,1
188800.0,23100.0,676,970000.0,13,Education,Self-Employed,1
133800.0,13200.0,379,1190000.0,9,Education,Salaried,1
35400.0,11600.0,749,3220000.0,15,Home,Salaried,0
54400.0,12300.0,394,1290000.0,8,Home,Self-Employed,0
163700.0,34300.0,679,440000.0,4,Education,Salaried,1
153400.0,74200.0,784,4640000.0,17,Home,Salaried,0
141100.0,0.0,642,4760000.0,13,Home,Salaried,1
58800.0,24900.0,870,1210000.0,11,Education,Self-Employed,0
147100.0,0.0,748,350000.0,5,Business,Salaried,1
131300.0,18900.0,736,170000.0,7,Education,Self-Employed,1
14000.0,0.0,834,500000.0,8,Business,Self-Employed,0
127900.0,0.0,765,1060000.0,6,Personal,Salaried,1
193400.0,102300.0,665,140000.0,7,Personal,Self-Employed,1
91500.0,20500.0,826,410000.0,11,Education,Unemployed,1
102800.0,100.0,703,1390000.0,6,Personal,Salaried,1
179800.0,0.0,568,710000.0,3,Personal,Unemployed,0
147800.0,800.0,658,810000.0,2,Personal,Salaried,1
156700.0,44300.0,697,2690000.0,9,Business,Salaried,1
135400.0,11400.0,568,1330000.0,6,Personal,Unemployed,0
37100.0,7400.0,754,7610000.0,26,Home,Salaried,0
115400.0,0.0,689,1150000.0,4,Personal,Salaried,1
192000.0,0.0,693,140000.0,4,Business,Salaried,1
124300.0,35800.0,620,670000.0,12,Education,Salaried,1
156100.0,0.0,361,6650000.0,11,Home,Salaried,0
106400.0,63400.0,748,370000.0,2,Personal,Self-Employed,0
186700.0,69100.0,605,640000.0,7,Education,Unemployed,1
92100.0,23600.0,630,3230000.0,16,Home,Salaried,0
20900.0,700.0,662,4040000.0,24,Home,Salaried,0
104400.0,7000.0,758,6280000.0,9,Home,Salaried,0
122700.0,17500.0,738,180000.0,4,Education,Self-Employed,1
194000.0,0.0,348,690000.0,1,Personal,Salaried,0
101100.0,0.0,645,240000.0,9,Education,Salaried,1
154800.0,0.0,693,580000.0,13,Education,Self-Employed,1
